assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename
GCA_009844645.1,PRJNA555144,SAMN12598596,VYBD00000000.1,derived from metagenome,na,,2604866,2604866,Synechococcus sp. SB0673_bin_10,,SB0673_bin_10,latest,Scaffold,Major,Full,2020/01/09,ASM984464v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/844/645/GCA_009844645.1_ASM984464v1,./genbank/bacteria/GCA_009844645.1/GCA_009844645.1_ASM984464v1_genomic.fna.gz,./genbank/bacteria/GCA_009844645.1/GCA_009844645.1_ASM984464v1_genomic.fna.gz,GCA_009844645.1_ASM984464v1
GCA_009843485.1,PRJNA555144,SAMN12598654,VYDJ00000000.1,derived from metagenome,na,,2604867,2604867,Synechococcus sp. SB0675_bin_6,,SB0675_bin_6,latest,Scaffold,Major,Full,2020/01/09,ASM984348v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/843/485/GCA_009843485.1_ASM984348v1,./genbank/bacteria/GCA_009843485.1/GCA_009843485.1_ASM984348v1_genomic.fna.gz,./genbank/bacteria/GCA_009843485.1/GCA_009843485.1_ASM984348v1_genomic.fna.gz,GCA_009843485.1_ASM984348v1
GCA_009843455.1,PRJNA555144,SAMN12598655,VYDK00000000.1,derived from metagenome,na,,2604868,2604868,Synechococcus sp. SB0675_bin_7,,SB0675_bin_7,latest,Scaffold,Major,Full,2020/01/09,ASM984345v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/843/455/GCA_009843455.1_ASM984345v1,./genbank/bacteria/GCA_009843455.1/GCA_009843455.1_ASM984345v1_genomic.fna.gz,./genbank/bacteria/GCA_009843455.1/GCA_009843455.1_ASM984345v1_genomic.fna.gz,GCA_009843455.1_ASM984345v1
GCA_009843385.1,PRJNA555144,SAMN12598659,VYDO00000000.1,derived from metagenome,na,,2604869,2604869,Synechococcus sp. SB0676_bin_10,,SB0676_bin_10,latest,Scaffold,Major,Full,2020/01/09,ASM984338v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/843/385/GCA_009843385.1_ASM984338v1,./genbank/bacteria/GCA_009843385.1/GCA_009843385.1_ASM984338v1_genomic.fna.gz,./genbank/bacteria/GCA_009843385.1/GCA_009843385.1_ASM984338v1_genomic.fna.gz,GCA_009843385.1_ASM984338v1
GCA_009842265.1,PRJNA555144,SAMN12598715,VYFS00000000.1,derived from metagenome,na,,2604870,2604870,Synechococcus sp. SB0677_bin_5,,SB0677_bin_5,latest,Scaffold,Major,Full,2020/01/09,ASM984226v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/842/265/GCA_009842265.1_ASM984226v1,./genbank/bacteria/GCA_009842265.1/GCA_009842265.1_ASM984226v1_genomic.fna.gz,./genbank/bacteria/GCA_009842265.1/GCA_009842265.1_ASM984226v1_genomic.fna.gz,GCA_009842265.1_ASM984226v1
GCA_009842105.1,PRJNA555144,SAMN12598723,VYGA00000000.1,derived from metagenome,na,,2604871,2604871,Synechococcus sp. SB0678_bin_12,,SB0678_bin_12,latest,Scaffold,Major,Full,2020/01/09,ASM984210v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/842/105/GCA_009842105.1_ASM984210v1,./genbank/bacteria/GCA_009842105.1/GCA_009842105.1_ASM984210v1_genomic.fna.gz,./genbank/bacteria/GCA_009842105.1/GCA_009842105.1_ASM984210v1_genomic.fna.gz,GCA_009842105.1_ASM984210v1
GCA_012103655.1,PRJNA515312,SAMN12903678,WLWJ00000000.1,derived from metagenome,na,,2652853,2652853,Synechococcus sp. s2_metabat2_7,,s2_metabat2_7,latest,Contig,Major,Full,2020/04/06,ASM1210365v1,VICTORIA UNIVERSITY WELLINGTON,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/103/655/GCA_012103655.1_ASM1210365v1,./genbank/bacteria/GCA_012103655.1/GCA_012103655.1_ASM1210365v1_genomic.fna.gz,./genbank/bacteria/GCA_012103655.1/GCA_012103655.1_ASM1210365v1_genomic.fna.gz,GCA_012103655.1_ASM1210365v1
GCA_011523835.1,PRJNA594068,SAMN13494919,WTFZ00000000.1,derived from metagenome,na,,2698758,2698758,Synechococcus sp. CO36386bin_29,,CO36386bin_29,latest,Scaffold,Major,Full,2020/03/20,ASM1152383v1,James Cook University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/523/835/GCA_011523835.1_ASM1152383v1,./genbank/bacteria/GCA_011523835.1/GCA_011523835.1_ASM1152383v1_genomic.fna.gz,./genbank/bacteria/GCA_011523835.1/GCA_011523835.1_ASM1152383v1_genomic.fna.gz,GCA_011523835.1_ASM1152383v1
GCA_011525445.1,PRJNA594068,SAMN13494918,WTGE00000000.1,derived from metagenome,na,,2698759,2698759,Synechococcus sp. CO36386bin_37,,CO36386bin_37,latest,Scaffold,Major,Full,2020/03/20,ASM1152544v1,James Cook University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/525/445/GCA_011525445.1_ASM1152544v1,./genbank/bacteria/GCA_011525445.1/GCA_011525445.1_ASM1152544v1_genomic.fna.gz,./genbank/bacteria/GCA_011525445.1/GCA_011525445.1_ASM1152544v1_genomic.fna.gz,GCA_011525445.1_ASM1152544v1
GCA_011523295.1,PRJNA594068,SAMN13494917,WTHF00000000.1,derived from metagenome,na,,2698760,2698760,Synechococcus sp. CO36406bin_26,,CO36406bin_26,latest,Scaffold,Major,Full,2020/03/20,ASM1152329v1,James Cook University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/523/295/GCA_011523295.1_ASM1152329v1,./genbank/bacteria/GCA_011523295.1/GCA_011523295.1_ASM1152329v1_genomic.fna.gz,./genbank/bacteria/GCA_011523295.1/GCA_011523295.1_ASM1152329v1_genomic.fna.gz,GCA_011523295.1_ASM1152329v1
GCA_011523155.1,PRJNA594068,SAMN13494982,WTHL00000000.1,derived from metagenome,na,,2698761,2698761,Synechococcus sp. PL34863bin_39,,PL34863bin_39,latest,Scaffold,Major,Full,2020/03/20,ASM1152315v1,James Cook University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/523/155/GCA_011523155.1_ASM1152315v1,./genbank/bacteria/GCA_011523155.1/GCA_011523155.1_ASM1152315v1_genomic.fna.gz,./genbank/bacteria/GCA_011523155.1/GCA_011523155.1_ASM1152315v1_genomic.fna.gz,GCA_011523155.1_ASM1152315v1
