,assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho
32,GCA_000270265.1,PRJDA67081,SAMD00060991,,,na,,1148,1148,Synechocystis sp. PCC 6803,strain=GT-S,,latest,Complete Genome,Major,Full,2011/07/01,ASM27026v1,"Graduate School of Arts and Sciences, University of Tokyo",GCF_000270265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/265/GCA_000270265.1_ASM27026v1,./genbank/bacteria/GCA_000270265.1/GCA_000270265.1_ASM27026v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000270265.1_ASM27026v1_genomic.fna,GCA_000270265.1_ASM27026v1,False
33,GCA_000284135.1,PRJDA72559,SAMD00061000,,,na,,1080228,1148,Synechocystis sp. PCC 6803 substr. GT-I,,,latest,Complete Genome,Major,Full,2011/12/01,ASM28413v1,"University of Tokyo , Department of Agriculture,",GCF_000284135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/135/GCA_000284135.1_ASM28413v1,./genbank/bacteria/GCA_000284135.1/GCA_000284135.1_ASM28413v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000284135.1_ASM28413v1_genomic.fna,GCA_000284135.1_ASM28413v1,False
34,GCA_000284215.1,PRJDA72561,SAMD00061001,,,na,,1080229,1148,Synechocystis sp. PCC 6803 substr. PCC-N,,,latest,Complete Genome,Major,Full,2011/12/01,ASM28421v1,"University of Tokyo, Department of Agriculture",GCF_000284215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/215/GCA_000284215.1_ASM28421v1,./genbank/bacteria/GCA_000284215.1/GCA_000284215.1_ASM28421v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000284215.1_ASM28421v1_genomic.fna,GCA_000284215.1_ASM28421v1,False
35,GCA_000284455.1,PRJDA72557,SAMD00060999,,,na,,1080230,1148,Synechocystis sp. PCC 6803 substr. PCC-P,,,latest,Complete Genome,Major,Full,2011/12/01,ASM28445v1,"University of Tokyo,  Department of Agriculture",GCF_000284455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/455/GCA_000284455.1_ASM28445v1,./genbank/bacteria/GCA_000284455.1/GCA_000284455.1_ASM28445v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000284455.1_ASM28445v1_genomic.fna,GCA_000284455.1_ASM28445v1,False
36,GCA_000340785.1,PRJNA80481,SAMN02603388,,,na,,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,,latest,Complete Genome,Major,Full,2013/02/19,ASM34078v1,"Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg",GCF_000340785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/785/GCA_000340785.1_ASM34078v1,./genbank/bacteria/GCA_000340785.1/GCA_000340785.1_ASM34078v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000340785.1_ASM34078v1_genomic.fna,GCA_000340785.1_ASM34078v1,False
37,GCA_001318385.1,PRJNA296927,SAMN04111259,,,na,,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803 substr. GT-G,,latest,Complete Genome,Major,Full,2015/10/16,ASM131838v1,South China University of Technology,GCF_001318385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/318/385/GCA_001318385.1_ASM131838v1,./genbank/bacteria/GCA_001318385.1/GCA_001318385.1_ASM131838v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001318385.1_ASM131838v1_genomic.fna,GCA_001318385.1_ASM131838v1,False
38,GCA_003249015.1,PRJNA436342,SAMN08896002,QBLS00000000.1,derived from metagenome,na,,1153,1153,Pseudanabaena sp.,,ULC187bin1,latest,Scaffold,Major,Full,2018/06/19,ASM324901v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/015/GCA_003249015.1_ASM324901v1,./genbank/bacteria/GCA_003249015.1/GCA_003249015.1_ASM324901v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003249015.1_ASM324901v1_genomic.fna,GCA_003249015.1_ASM324901v1,False
39,GCA_003249035.1,PRJNA436342,SAMN08895984,QBMK00000000.1,derived from metagenome,na,,1153,1153,Pseudanabaena sp.,,ULC068bin1,latest,Scaffold,Major,Full,2018/06/19,ASM324903v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/035/GCA_003249035.1_ASM324903v1,./genbank/bacteria/GCA_003249035.1/GCA_003249035.1_ASM324903v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003249035.1_ASM324903v1_genomic.fna,GCA_003249035.1_ASM324903v1,False
40,GCA_000464665.1,PRJNA212885,SAMN02261499,AVFS00000000.1,,na,,329553,1160,Planktothrix agardhii NIVA-CYA 15,strain=NIVA-CYA 15,,latest,Scaffold,Major,Full,2013/09/06,NC15_1,University of Oslo,GCF_000464665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/665/GCA_000464665.1_NC15_1,./genbank/bacteria/GCA_000464665.1/GCA_000464665.1_NC15_1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000464665.1_NC15_1_genomic.fna,GCA_000464665.1_NC15_1,False
41,GCA_000464725.1,PRJNA212881,SAMN02261500,AVFT00000000.1,,na,,213631,1160,Planktothrix agardhii NIVA-CYA 34,strain=NIVA-CYA 34,,latest,Scaffold,Major,Full,2013/09/06,NC34_1,University of Oslo,GCF_000464725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/725/GCA_000464725.1_NC34_1,./genbank/bacteria/GCA_000464725.1/GCA_000464725.1_NC34_1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000464725.1_NC34_1_genomic.fna,GCA_000464725.1_NC34_1,False
42,GCA_000464825.1,PRJNA212883,SAMN02261503,AVFY00000000.1,,na,,329545,1160,Planktothrix agardhii NIVA-CYA 56/3,strain=NIVA-CYA 56/3,,latest,Scaffold,Major,Full,2013/09/06,NC56/3_1,University of Oslo,GCF_000464825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/825/GCA_000464825.1_NC56_3_1,./genbank/bacteria/GCA_000464825.1/GCA_000464825.1_NC56_3_1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000464825.1_NC56_3_1_genomic.fna,GCA_000464825.1_NC56_3_1,False
43,GCA_000710505.1,PRJNA163669,SAMN02867752,ASAK00000000.1,,representative genome,,388467,1160,Planktothrix agardhii NIVA-CYA 126/8,strain=NIVA-CYA 126/8,,latest,Chromosome,Major,Full,2014/06/23,Plagard2.0,Institute for Limnology,GCF_000710505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/505/GCA_000710505.1_Plagard2.0,./genbank/bacteria/GCA_000710505.1/GCA_000710505.1_Plagard2.0_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000710505.1_Plagard2.0_genomic.fna,GCA_000710505.1_Plagard2.0,False
44,GCA_000196515.1,PRJNA30807,SAMN02598476,,,representative genome,,551115,1164,'Nostoc azollae' 0708,strain=0708,,latest,Complete Genome,Major,Full,2010/06/14,ASM19651v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000196515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/515/GCA_000196515.1_ASM19651v1,./genbank/bacteria/GCA_000196515.1/GCA_000196515.1_ASM19651v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000196515.1_ASM19651v1_genomic.fna,GCA_000196515.1_ASM19651v1,False
45,GCA_000317695.1,PRJNA43355,SAMN02232008,,,representative genome,assembly from type material,272123,1165,Anabaena cylindrica PCC 7122,strain=PCC 7122,,latest,Complete Genome,Major,Full,2012/12/07,ASM31769v1,DOE Joint Genome Institute,GCF_000317695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/695/GCA_000317695.1_ASM31769v1,./genbank/bacteria/GCA_000317695.1/GCA_000317695.1_ASM31769v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000317695.1_ASM31769v1_genomic.fna,GCA_000317695.1_ASM31769v1,False
46,GCA_002367955.1,PRJDB5665,SAMD00079794,,,na,assembly from type material,272123,1165,Anabaena cylindrica PCC 7122,strain=NIES-19,,latest,Chromosome,Major,Full,2017/06/25,ASM236795v1,Toyohashi University of Technology,GCF_002367955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/367/955/GCA_002367955.1_ASM236795v1,./genbank/bacteria/GCA_002367955.1/GCA_002367955.1_ASM236795v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002367955.1_ASM236795v1_genomic.fna,GCA_002367955.1_ASM236795v1,False
47,GCA_000521175.1,PRJNA232534,SAMN02485748,AZYY00000000.1,,representative genome,,284502,1176,Aphanizomenon flos-aquae NIES-81,strain=NIES-81,,latest,Scaffold,Major,Full,2014/01/16,Aflos454contigs199p,Northern Illinois University,GCF_000521175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/175/GCA_000521175.1_Aflos454contigs199p,./genbank/bacteria/GCA_000521175.1/GCA_000521175.1_Aflos454contigs199p_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000521175.1_Aflos454contigs199p_genomic.fna,GCA_000521175.1_Aflos454contigs199p,False
48,GCA_000789435.1,PRJNA257725,SAMN02954153,JSDP00000000.1,,na,,1532906,1176,Aphanizomenon flos-aquae 2012/KM1/D3,strain=2012/KM1/D3,,latest,Contig,Major,Full,2014/12/04,ASM78943v1,Vilnius University,GCF_000789435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/435/GCA_000789435.1_ASM78943v1,./genbank/bacteria/GCA_000789435.1/GCA_000789435.1_ASM78943v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000789435.1_ASM78943v1_genomic.fna,GCA_000789435.1_ASM78943v1,False
49,GCA_001593825.1,PRJNA312233,SAMN04495916,LTEC00000000.1,derived from environmental source,na,,1803587,1176,Aphanizomenon flos-aquae UKL13-PB,,UKL13-PB,latest,Contig,Major,Full,2016/03/18,AFA_UKL13PB_8cells,Oregon State University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/825/GCA_001593825.1_AFA_UKL13PB_8cells,./genbank/bacteria/GCA_001593825.1/GCA_001593825.1_AFA_UKL13PB_8cells_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001593825.1_AFA_UKL13PB_8cells_genomic.fna,GCA_001593825.1_AFA_UKL13PB_8cells,False
50,GCA_001672095.1,PRJNA294801,SAMN04028820,LJOX00000000.1,derived from metagenome,na,,1710895,1176,Aphanizomenon flos-aquae MDT14a,,MDT14a,latest,Contig,Major,Full,2016/06/20,ASM167209v1,Oregon State University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/095/GCA_001672095.1_ASM167209v1,./genbank/bacteria/GCA_001672095.1/GCA_001672095.1_ASM167209v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001672095.1_ASM167209v1_genomic.fna,GCA_001672095.1_ASM167209v1,False
51,GCA_001672165.1,PRJNA294801,SAMN04028819,LJOY00000000.1,derived from metagenome,na,,1710894,1176,Aphanizomenon flos-aquae LD13,,MDT13,latest,Contig,Major,Full,2016/06/20,ASM167216v1,Oregon State University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/165/GCA_001672165.1_ASM167216v1,./genbank/bacteria/GCA_001672165.1/GCA_001672165.1_ASM167216v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001672165.1_ASM167216v1_genomic.fna,GCA_001672165.1_ASM167216v1,False
52,GCA_003113895.1,PRJDB5665,SAMD00081170,BDUD00000000.1,,representative genome,,2005467,1178,Nostoc commune NIES-4072,strain=NIES-4072,,latest,Scaffold,Major,Full,2018/04/04,ASM311389v1,Toyohashi University of Technology,GCF_003113895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/895/GCA_003113895.1_ASM311389v1,./genbank/bacteria/GCA_003113895.1/GCA_003113895.1_ASM311389v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003113895.1_ASM311389v1_genomic.fna,GCA_003113895.1_ASM311389v1,False
53,GCA_000353285.1,PRJNA158729,SAMN02261250,ALVM00000000.1,,na,assembly from type material,272134,1184,Leptolyngbya boryana PCC 6306,strain=PCC 6306,,latest,Scaffold,Major,Full,2013/04/06,ASM35328v1,JGI,GCF_000353285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/285/GCA_000353285.1_ASM35328v1,./genbank/bacteria/GCA_000353285.1/GCA_000353285.1_ASM35328v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000353285.1_ASM35328v1_genomic.fna,GCA_000353285.1_ASM35328v1,False
54,GCA_002142475.1,PRJDB706,SAMD00019988,,,na,,411966,1184,Leptolyngbya boryana IAM M-101,strain=IAM M-101,,latest,Complete Genome,Major,Full,2015/02/14,ASM214247v1,"Graduate School of Bioagricultural Sciences, Nagoya University",GCF_002142475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/475/GCA_002142475.1_ASM214247v1,./genbank/bacteria/GCA_002142475.1/GCA_002142475.1_ASM214247v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002142475.1_ASM214247v1_genomic.fna,GCA_002142475.1_ASM214247v1,False
55,GCA_002142495.1,PRJDB706,SAMD00019989,,,representative genome,,1260963,1184,Leptolyngbya boryana dg5,strain=dg5,,latest,Complete Genome,Major,Full,2015/02/14,ASM214249v1,"Graduate School of Bioagricultural Sciences, Nagoya University",GCF_002142495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/495/GCA_002142495.1_ASM214249v1,./genbank/bacteria/GCA_002142495.1/GCA_002142495.1_ASM214249v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002142495.1_ASM214249v1_genomic.fna,GCA_002142495.1_ASM214249v1,False
56,GCA_002368255.1,PRJDB5665,SAMD00079812,,,na,,1973484,1184,Leptolyngbya boryana NIES-2135,strain=NIES-2135,,latest,Complete Genome,Major,Full,2017/06/25,ASM236825v1,Toyohashi University of Technology,GCF_002368255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/255/GCA_002368255.1_ASM236825v1,./genbank/bacteria/GCA_002368255.1/GCA_002368255.1_ASM236825v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002368255.1_ASM236825v1_genomic.fna,GCA_002368255.1_ASM236825v1,False
57,GCA_000300115.1,PRJNA72337,SAMN03450030,AGCR00000000.1,,na,,1188,1188,Tolypothrix sp. PCC 7601,strain=UTEX B 481,,latest,Scaffold,Major,Full,2012/09/28,Fremyella_diplosiphon-2.0.1,The Genome Institute,GCF_000300115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/115/GCA_000300115.1_Fremyella_diplosiphon-2.0.1,./genbank/bacteria/GCA_000300115.1/GCA_000300115.1_Fremyella_diplosiphon-2.0.1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000300115.1_Fremyella_diplosiphon-2.0.1_genomic.fna,GCA_000300115.1_Fremyella_diplosiphon-2.0.1,False
58,GCA_002368275.1,PRJDB5665,SAMD00079813,,,representative genome,,1973485,1197,Fremyella diplosiphon NIES-3275,strain=NIES-3275,,latest,Chromosome,Major,Full,2017/06/25,ASM236827v1,Toyohashi University of Technology,GCF_002368275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/275/GCA_002368275.1_ASM236827v1,./genbank/bacteria/GCA_002368275.1/GCA_002368275.1_ASM236827v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002368275.1_ASM236827v1_genomic.fna,GCA_002368275.1_ASM236827v1,False
59,GCA_000014265.1,PRJNA318,SAMN02598485,,,representative genome,,203124,1206,Trichodesmium erythraeum IMS101,strain=IMS101,,latest,Complete Genome,Major,Full,2006/07/06,ASM1426v1,DOE Joint Genome Institute,GCF_000014265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/265/GCA_000014265.1_ASM1426v1,./genbank/bacteria/GCA_000014265.1/GCA_000014265.1_ASM1426v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000014265.1_ASM1426v1_genomic.fna,GCA_000014265.1_ASM1426v1,False
60,GCA_000252485.1,PRJNA82337,SAMN02954252,AGGA00000000.1,derived from metagenome,na,,1094894,1216,Prochloron didemni P4-Papua_New_Guinea,,,latest,Scaffold,Major,Full,2012/08/14,ASM25248v1,Institute for Genome Sciences,GCF_000252485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/485/GCA_000252485.1_ASM25248v1,./genbank/bacteria/GCA_000252485.1/GCA_000252485.1_ASM25248v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000252485.1_ASM25248v1_genomic.fna,GCA_000252485.1_ASM25248v1,False
61,GCA_000007925.1,PRJNA419,SAMN02603142,,,representative genome,assembly from type material,167539,1219,Prochlorococcus marinus subsp. marinus str. CCMP1375,strain=CCMP1375; SS120,,latest,Complete Genome,Major,Full,2003/07/25,ASM792v1,CNRS,GCF_000007925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/925/GCA_000007925.1_ASM792v1,./genbank/bacteria/GCA_000007925.1/GCA_000007925.1_ASM792v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000007925.1_ASM792v1_genomic.fna,GCA_000007925.1_ASM792v1,False
62,GCA_000011465.1,PRJNA213,SAMEA3138209,,,na,,59919,1219,Prochlorococcus marinus subsp. pastoris str. CCMP1986,strain=MED4,,latest,Complete Genome,Major,Full,2003/08/18,ASM1146v1,DOE Joint Genome Institute,GCF_000011465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/465/GCA_000011465.1_ASM1146v1,./genbank/bacteria/GCA_000011465.1/GCA_000011465.1_ASM1146v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000011465.1_ASM1146v1_genomic.fna,GCA_000011465.1_ASM1146v1,False
63,GCA_000011485.1,PRJNA220,SAMEA3138210,,,na,,74547,1219,Prochlorococcus marinus str. MIT 9313,strain=MIT9313,,latest,Complete Genome,Major,Full,2003/08/18,ASM1148v1,DOE Joint Genome Institute,GCF_000011485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/485/GCA_000011485.1_ASM1148v1,./genbank/bacteria/GCA_000011485.1/GCA_000011485.1_ASM1148v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000011485.1_ASM1148v1_genomic.fna,GCA_000011485.1_ASM1148v1,False
64,GCA_000012465.1,PRJNA13911,SAMN00623057,,,na,,59920,1219,Prochlorococcus marinus str. NATL2A,strain=NATL2A,,latest,Complete Genome,Major,Full,2007/08/09,ASM1246v1,DOE Joint Genome Institute,GCF_000012465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/465/GCA_000012465.1_ASM1246v1,./genbank/bacteria/GCA_000012465.1/GCA_000012465.1_ASM1246v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000012465.1_ASM1246v1_genomic.fna,GCA_000012465.1_ASM1246v1,False
65,GCA_000012645.1,PRJNA13910,SAMN02598321,,,na,,74546,1219,Prochlorococcus marinus str. MIT 9312,strain=MIT 9312,,latest,Complete Genome,Major,Full,2005/11/02,ASM1264v1,DOE Joint Genome Institute,GCF_000012645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/645/GCA_000012645.1_ASM1264v1,./genbank/bacteria/GCA_000012645.1/GCA_000012645.1_ASM1264v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000012645.1_ASM1264v1_genomic.fna,GCA_000012645.1_ASM1264v1,False
66,GCA_000015645.1,PRJNA13548,SAMN02603921,,,na,,146891,1219,Prochlorococcus marinus str. AS9601,strain=AS9601,,latest,Complete Genome,Major,Full,2007/01/19,ASM1564v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000015645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/645/GCA_000015645.1_ASM1564v1,./genbank/bacteria/GCA_000015645.1/GCA_000015645.1_ASM1564v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000015645.1_ASM1564v1_genomic.fna,GCA_000015645.1_ASM1564v1,False
67,GCA_000015665.1,PRJNA13617,SAMN02603924,,,na,,167542,1219,Prochlorococcus marinus str. MIT 9515,strain=MIT 9515,,latest,Complete Genome,Major,Full,2007/01/19,ASM1566v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000015665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/665/GCA_000015665.1_ASM1566v1,./genbank/bacteria/GCA_000015665.1/GCA_000015665.1_ASM1566v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000015665.1_ASM1566v1_genomic.fna,GCA_000015665.1_ASM1566v1,False
68,GCA_000015685.1,PRJNA15660,SAMN02603287,,,na,,167555,1219,Prochlorococcus marinus str. NATL1A,strain=NATL1A,,latest,Complete Genome,Major,Full,2007/01/22,ASM1568v1,Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000015685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/685/GCA_000015685.1_ASM1568v1,./genbank/bacteria/GCA_000015685.1/GCA_000015685.1_ASM1568v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000015685.1_ASM1568v1_genomic.fna,GCA_000015685.1_ASM1568v1,False
69,GCA_000015705.1,PRJNA13496,SAMN02603917,,genome length too large,na,,59922,1219,Prochlorococcus marinus str. MIT 9303,strain=MIT 9303,,latest,Complete Genome,Major,Full,2007/01/22,ASM1570v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000015705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/705/GCA_000015705.1_ASM1570v1,./genbank/bacteria/GCA_000015705.1/GCA_000015705.1_ASM1570v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000015705.1_ASM1570v1_genomic.fna,GCA_000015705.1_ASM1570v1,False
70,GCA_000015965.1,PRJNA15746,SAMN02603288,,,na,,167546,1219,Prochlorococcus marinus str. MIT 9301,strain=MIT 9301,,latest,Complete Genome,Major,Full,2007/03/05,ASM1596v1,Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000015965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/965/GCA_000015965.1_ASM1596v1,./genbank/bacteria/GCA_000015965.1/GCA_000015965.1_ASM1596v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000015965.1_ASM1596v1_genomic.fna,GCA_000015965.1_ASM1596v1,False
71,GCA_000018065.1,PRJNA18633,SAMN02598410,,,na,,93060,1219,Prochlorococcus marinus str. MIT 9215,strain=MIT 9215,,latest,Complete Genome,Major,Full,2007/09/20,ASM1806v1,US DOE Joint Genome Institute,GCF_000018065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/065/GCA_000018065.1_ASM1806v1,./genbank/bacteria/GCA_000018065.1/GCA_000018065.1_ASM1806v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000018065.1_ASM1806v1_genomic.fna,GCA_000018065.1_ASM1806v1,False
72,GCA_000018585.1,PRJNA13551,SAMN00622972,,,na,,93059,1219,Prochlorococcus marinus str. MIT 9211,strain=MIT9211,,latest,Chromosome,Major,Full,2007/11/13,ASM1858v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000018585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/585/GCA_000018585.1_ASM1858v1,./genbank/bacteria/GCA_000018585.1/GCA_000018585.1_ASM1858v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000018585.1_ASM1858v1_genomic.fna,GCA_000018585.1_ASM1858v1,False
73,GCA_000158595.1,PRJNA19343,SAMN02436267,ACDW00000000.1,,na,,93058,1219,Prochlorococcus marinus str. MIT 9202,strain=MIT 9202,,latest,Scaffold,Major,Full,2009/01/26,ASM15859v1,The Gordon and Betty Moore Foundation Microbial Genome Sequencing project,GCF_000158595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/595/GCA_000158595.1_ASM15859v1,./genbank/bacteria/GCA_000158595.1/GCA_000158595.1_ASM15859v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000158595.1_ASM15859v1_genomic.fna,GCA_000158595.1_ASM15859v1,False
74,GCA_000218705.1,PRJNA67829,SAMN02954344,,derived from metagenome,na,,1041938,1219,Prochlorococcus marinus bv. HNLC1,,,latest,Scaffold,Major,Full,2011/06/17,HNLC1,J. Craig Venter Institute,GCF_000218705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/705/GCA_000218705.1_HNLC1,./genbank/bacteria/GCA_000218705.1/GCA_000218705.1_HNLC1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000218705.1_HNLC1_genomic.fna,GCA_000218705.1_HNLC1,False
75,GCA_000218745.1,PRJNA67831,SAMN02954344,,derived from metagenome,na,,1041939,1219,Prochlorococcus marinus bv. HNLC2,,,latest,Scaffold,Major,Full,2011/06/17,HNLC2,J. Craig Venter Institute,GCF_000218745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/745/GCA_000218745.1_HNLC2,./genbank/bacteria/GCA_000218745.1/GCA_000218745.1_HNLC2_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000218745.1_HNLC2_genomic.fna,GCA_000218745.1_HNLC2,False
